,y,rb?,te?,age,max_pts,avg_pts,last_pts,3_yr_trail_avg_fppg,injury_risk,last_yr_games_played,hit_rate,Draft Pick,Breakout Age,cdr,id,year
362,0,1,0,29.9,28.6,12.800000000000002,2.0999999999999996,1.4666666666666668,0.4375,3.0,0.0,4.28,21.1,41.2,Taiwan Jones,2018
363,0,1,0,24.6,,,,,,,,,21.9,26.2,Taquan Mizzell,2018
364,1,1,0,22.9,144.0,144.0,144.0,9.0,1.0,16.0,0.0,4.13,18.1,40.8,Tarik Cohen,2018
367,0,1,0,27.2,192.0,118.45,44.800000000000004,8.333333333333334,0.9375,14.0,0.0,1.08,19.5,26.3,Tavon Austin,2018
372,0,1,0,25.2,191.1,134.1,168.0,9.833333333333334,0.8333333333333334,15.0,0.0,3.09,20.4,43.2,Tevin Coleman,2018
373,0,1,0,27.1,179.2,147.42499999999998,153.6,12.333333333333334,0.859375,16.0,0.0,6.31,21.3,21.5,Theo Riddick,2018
378,1,1,0,23.8,384.0,263.46666666666664,384.0,18.0,0.9166666666666666,15.0,0.6666666666666666,1.1,18.1,33.2,Todd Gurley,2018
379,0,1,0,27.7,29.0,14.766666666666666,29.0,2.45,0.3333333333333333,10.0,0.0,7.09,,13.6,Tommy Bohanon,2018
384,0,1,0,29.299999999999997,93.8,62.35,37.800000000000004,6.533333333333334,0.640625,7.0,0.0,,22.6,18.8,Travaris Cadet,2018
387,0,1,0,24.8,8.4,8.4,8.4,2.1,0.25,4.0,0.0,,20.1,16.8,Tre Madden,2018
390,0,1,0,23.9,,,,,,,,6.3,21.1,36.2,Trenton Cannon,2018
398,0,1,0,25.4,141.0,91.39999999999999,91.2,9.266666666666666,0.6041666666666666,8.0,0.0,3.3,20.6,18.0,Ty Montgomery,2018
400,0,1,0,24.7,12.8,7.0,12.8,1.6500000000000001,0.5,4.0,0.0,4.21,20.9,35.1,Tyler Ervin,2018
402,0,1,0,23.7,105.3,105.3,105.3,8.1,0.8125,13.0,0.0,4.34,20.9,21.4,Wayne Gallman,2018
403,0,1,0,24.3,46.8,46.599999999999994,46.4,4.85,0.625,8.0,0.0,5.14,21.6,22.3,Wendell Smallwood,2018
407,0,1,0,28.1,34.1,15.66666666666667,11.700000000000001,1.5333333333333334,0.5416666666666666,9.0,0.0,,20.4,38.4,Zach Line,2018
408,0,1,0,26.7,93.5,37.03333333333334,8.4,4.0,0.4583333333333333,7.0,0.0,,21.0,45.4,Zach Zenner,2018
412,0,0,0,29.799999999999997,273.6,223.0,227.2,16.633333333333336,0.84375,16.0,0.75,1.04,20.1,42.2,A.J. Green,2018
419,0,0,0,24.9,130.5,105.96666666666665,128.0,7.366666666666667,0.875,16.0,0.0,,,9.4,Adam Humphries,2018
420,1,0,0,27.8,240.0,123.0,240.0,10.366666666666665,0.75,16.0,0.25,,20.0,45.9,Adam Thielen,2018
421,0,0,0,25.9,115.7,83.95,115.7,7.2,0.78125,13.0,0.0,,20.2,59.9,Albert Wilson,2018
422,0,0,0,29.5,63.7,40.9,57.39999999999999,4.5,0.6041666666666666,14.0,0.0,6.13,19.8,40.2,Aldrick Robinson,2018
424,0,0,0,25.6,35.2,24.0,35.2,1.5,1.0,16.0,0.0,,21.8,27.9,Alex Erickson,2018
426,0,0,0,26.6,225.0,145.1,99.0,11.366666666666667,0.8125,10.0,0.25,,19.8,28.8,Allen Hurns,2018
427,0,0,0,22.5,,,,,,,,,19.7,33.1,Allen Lazard,2018
428,0,0,0,24.8,304.0,154.625,2.7,11.333333333333334,0.671875,1.0,0.25,2.29,19.0,37.9,Allen Robinson,2018
429,0,0,0,28.299999999999997,262.4,189.39999999999998,190.4,13.9,0.828125,16.0,0.25,2.13,19.6,39.7,Alshon Jeffery,2018
431,1,0,0,24.0,228.8,199.93333333333337,158.20000000000002,12.966666666666669,0.9583333333333334,14.0,0.6666666666666666,1.04,18.2,47.2,Amari Cooper,2018
435,0,0,0,30.0,141.0,71.875,43.0,3.9333333333333336,0.828125,10.0,0.0,,21.2,41.9,Andre Holmes,2018
438,0,0,0,30.4,91.2,38.2,0.0,1.8,0.875,16.0,0.0,3.24,18.7,46.1,Andre Roberts,2018
441,0,0,0,23.9,,,,,,,,,21.2,29.7,Andy Jones,2018
443,0,0,0,23.6,,,,,,,,2.19,21.9,39.9,Anthony Miller,2018
446,1,0,0,29.9,379.2,343.075,308.0,22.03333333333333,0.953125,14.0,1.0,6.26,19.2,32.8,Antonio Brown,2018
447,0,0,0,21.4,,,,,,,,4.05,18.7,,Antonio Callaway,2018
452,0,0,0,21.3,,,,,,,,7.35,19.6,37.4,Auden Tate,2018
453,0,0,0,24.4,,,,,,,,,21.7,46.8,Austin Carr,2018
458,0,0,0,27.0,82.5,49.96666666666667,82.5,3.8000000000000003,0.7916666666666666,15.0,0.0,,21.2,28.4,Bennie Fowler,2018
460,0,0,0,23.3,9.600000000000001,9.600000000000001,9.600000000000001,3.2,0.1875,3.0,0.0,,,15.4,Bobo Wilson,2018
462,1,0,0,24.7,252.8,214.25,219.2,15.300000000000002,0.890625,16.0,0.75,1.2,18.9,38.9,Brandin Cooks,2018
466,0,0,0,31.6,210.0,152.375,124.8,9.166666666666666,0.90625,16.0,0.25,3.14,21.8,45.7,Brandon LaFell,2018
468,0,0,0,34.2,339.2,178.525,33.5,12.9,0.765625,5.0,0.25,4.22,21.5,42.5,Brandon Marshall,2018
469,0,0,0,22.7,,,,,,,,,22.0,25.3,Brandon Powell,2018
470,0,0,0,30.700000000000003,42.0,24.75,19.5,1.3333333333333333,0.90625,13.0,0.0,3.19,19.9,20.0,Brandon Tate,2018
471,0,0,0,25.2,,,,,,,,,20.5,38.6,Brandon Zylstra,2018
476,0,0,0,24.7,100.5,59.05,17.6,4.15,0.8125,11.0,0.0,1.26,20.0,36.6,Breshad Perriman,2018
478,0,0,0,29.0,115.2,57.25,13.5,4.033333333333334,0.578125,5.0,0.0,2.01,20.3,48.4,Brian Quick,2018
480,0,0,0,28.299999999999997,65.0,55.150000000000006,65.0,5.533333333333334,0.71875,13.0,0.0,7.03,,17.1,Brice Butler,2018
482,0,0,0,26.8,75.9,45.23333333333333,75.9,4.5,0.7708333333333334,11.0,0.0,4.06,21.0,27.5,Bruce Ellington,2018
489,1,0,0,23.4,,,,,,,,1.26,20.7,30.1,Calvin Ridley,2018
490,0,0,0,22.5,,,,,,,,,18.7,34.8,Cam Phillips,2018
492,0,0,0,22.4,,,,,,,,,,13.5,Cameron Batson,2018
493,0,0,0,25.7,179.20000000000002,101.0,,8.3,0.625,,0.0,,22.0,30.0,Cameron Meredith,2018
496,0,0,0,24.0,,,,,,,,,,11.1,Chad Beebe,2018
498,0,0,0,23.6,9.600000000000001,9.600000000000001,9.600000000000001,1.6,0.375,6.0,0.0,3.34,20.9,37.4,Chad Williams,2018
500,0,0,0,25.6,37.4,19.349999999999998,1.3,2.35,0.375,1.0,0.0,7.2,,15.3,Charone Peake,2018
502,0,0,0,24.4,58.0,52.099999999999994,58.0,4.55,0.75,10.0,0.0,,19.6,24.1,Chester Rogers,2018
503,0,0,0,25.6,97.6,56.43333333333333,28.5,5.533333333333332,0.625,5.0,0.0,3.12,20.9,29.3,Chris Conley,2018
505,0,0,0,22.3,93.0,93.0,93.0,6.2,0.9375,15.0,0.0,3.2,19.5,34.9,Chris Godwin,2018
507,0,0,0,29.6,129.0,109.425,109.8,9.333333333333334,0.78125,9.0,0.0,,,15.6,Chris Hogan,2018
508,0,0,0,22.3,,,,,,,,,,7.4,Chris Lacy,2018
510,0,0,0,25.0,66.3,39.65,66.3,3.05,0.8125,13.0,0.0,4.09,20.2,23.7,Chris Moore,2018
513,0,0,0,21.5,,,,,,,,2.15,18.8,36.8,Christian Kirk,2018
515,0,0,0,24.1,37.2,18.6,0.0,3.1,0.34375,5.0,0.0,6.24,20.4,16.9,Cody Core,2018
517,0,0,0,25.6,59.400000000000006,24.5,59.400000000000006,3.2000000000000006,0.5,11.0,0.0,2.24,19.9,27.4,Cody Latimer,2018
519,0,0,0,29.1,188.8,127.625,91.5,8.700000000000001,0.96875,15.0,0.0,,21.4,22.4,Cole Beasley,2018
521,0,0,0,25.0,177.0,177.0,177.0,11.8,0.9375,15.0,0.0,3.05,20.2,40.4,Cooper Kupp,2018
523,0,0,0,23.9,93.0,79.35,65.7,8.3,0.59375,9.0,0.0,1.15,20.2,44.2,Corey Coleman,2018
524,0,0,0,23.4,69.3,69.3,69.3,6.3,0.6875,11.0,0.0,1.05,18.7,51.6,Corey Davis,2018
526,0,0,0,22.6,,,,,,,,2.08,19.9,36.9,Courtland Sutton,2018
528,0,0,0,21.8,32.8,32.8,32.8,4.1,0.5,8.0,0.0,2.08,20.1,29.0,Curtis Samuel,2018
530,0,0,0,21.7,,,,,,,,2.29,20.0,25.3,D.J. Chark,2018
532,0,0,0,21.1,,,,,,,,1.24,18.4,53.3,D.J. Moore,2018
534,0,0,0,22.8,,,,,,,,,,14.3,Da'Mari Scott,2018
535,0,0,0,23.2,,,,,,,,4.13,19.5,25.4,DaeSean Hamilton,2018
537,0,0,0,25.3,33.6,18.1,33.6,3.4000000000000004,0.28125,8.0,0.0,,20.6,12.5,Damiere Byrd,2018
538,0,0,0,23.1,,,,,,,,6.01,22.4,24.3,Damion Ratley,2018
542,0,0,0,32.6,148.4,102.5,139.5,8.566666666666666,0.875,15.0,0.0,,,16.1,Danny Amendola,2018
543,0,0,0,22.6,,,,,,,,2.12,20.9,31.6,Dante Pettis,2018
544,0,0,0,25.9,25.799999999999997,25.799999999999997,,8.6,0.1875,,0.0,,21.2,19.0,Darius Jennings,2018
548,0,0,0,31.299999999999997,64.9,31.5,15.600000000000001,4.8,0.484375,6.0,0.0,1.07,19.5,30.6,Darrius Heyward-Bey,2018
550,0,0,0,23.2,,,,,,,,,22.5,38.5,Darvin Kidsy,2018
552,1,0,0,25.4,244.8,168.05,222.6,13.066666666666668,0.890625,14.0,0.5,2.21,19.7,40.7,Davante Adams,2018
553,0,0,0,23.4,,,,,,,,7.08,19.6,39.1,David Moore,2018
559,0,0,0,25.1,,,,,,,,,20.4,43.2,DeAndre Carter,2018
560,1,0,0,26.0,329.6,266.825,310.5,17.86666666666667,0.984375,15.0,0.75,1.27,18.2,39.3,DeAndre Hopkins,2018
564,0,0,0,31.5,210.0,158.25,138.6,11.166666666666666,0.828125,14.0,0.25,2.18,18.8,32.1,DeSean Jackson,2018
565,0,0,0,25.4,154.5,126.03333333333335,130.0,10.233333333333334,0.7708333333333334,13.0,0.0,1.14,19.6,46.3,DeVante Parker,2018
567,0,0,0,24.5,67.2,67.2,67.2,9.6,0.4375,7.0,0.0,4.03,22.8,38.2,Dede Westbrook,2018
570,0,0,0,23.7,42.0,21.0,42.0,2.1,0.40625,10.0,0.0,4.28,20.0,26.6,Demarcus Robinson,2018
571,0,0,0,30.4,339.2,259.2,206.4,14.533333333333333,1.0,16.0,1.0,1.22,19.7,70.9,Demaryius Thomas,2018
576,0,0,0,20.7,,,,,,,,,19.9,30.6,Deontay Burnett,2018
577,0,0,0,29.299999999999997,105.6,57.46666666666666,105.6,3.933333333333333,0.7916666666666666,16.0,0.0,,,13.3,Deonte Thompson,2018
579,0,0,0,23.6,,,,,,,,,,11.8,Derrick Willies,2018
581,0,0,0,24.0,195.2,128.26666666666665,195.2,8.266666666666666,0.9583333333333334,16.0,0.0,2.09,19.3,41.4,Devin Funchess,2018
594,0,0,0,24.8,172.8,112.20000000000002,76.80000000000001,9.533333333333333,0.796875,12.0,0.0,3.26,18.1,32.1,Donte Moncrief,2018
596,0,0,0,29.299999999999997,163.2,89.025,65.0,8.133333333333333,0.640625,10.0,0.0,,21.6,21.2,Dontrelle Inman,2018
598,0,0,0,29.700000000000003,268.8,227.60000000000002,220.8,15.466666666666669,1.0,16.0,0.75,,20.0,27.0,Doug Baldwin,2018
601,0,0,0,30.700000000000003,100.5,30.725,0.0,2.3666666666666667,0.8125,5.0,0.0,6.11,22.0,32.9,Dwayne Harris,2018
605,0,0,0,25.4,126.1,81.65,37.2,6.3999999999999995,0.78125,12.0,0.0,,18.7,15.2,Eli Rogers,2018
607,0,0,0,31.200000000000003,299.2,212.8,114.0,12.9,0.90625,12.0,0.75,3.18,19.5,34.2,Emmanuel Sanders,2018
608,0,0,0,21.7,,,,,,,,6.33,19.9,25.2,Equanimeous St. Brown,2018
614,0,0,0,26.7,28.0,14.166666666666666,14.5,3.45,0.2708333333333333,5.0,0.0,,19.0,51.2,Freddie Martino,2018
617,0,0,0,25.3,,,,,,,,,22.5,15.9,Gehrig Dieter,2018
618,0,0,0,26.4,4.199999999999999,2.0999999999999996,,0.7,0.1875,,0.0,6.1,20.7,28.1,Geremy Davis,2018
619,0,0,0,24.4,46.8,45.45,46.8,5.1,0.59375,12.0,0.0,,20.6,24.5,Geronimo Allison,2018
620,0,0,0,29.799999999999997,259.2,227.99999999999997,222.4,13.6,1.0,16.0,1.0,2.28,20.1,44.3,Golden Tate,2018
636,0,0,0,22.3,,,,,,,,7.19,18.6,35.5,Isaiah Ford,2018
638,0,0,0,23.1,3.3,3.3,3.3,0.3,0.6875,11.0,0.0,5.29,21.4,34.5,Isaiah McKenzie,2018
642,0,0,0,23.0,,,,,,,,4.33,20.3,27.6,J'Mon Moore,2018
643,0,0,0,25.5,,,,,,,,,,8.5,J.J. Jones,2018
644,0,0,0,26.1,133.0,92.26666666666667,92.8,6.8,0.8333333333333334,16.0,0.0,5.23,21.4,24.2,J.J. Nelson,2018
649,0,0,0,26.3,,,,,,,,,21.6,40.7,Jake Kumerow,2018
650,0,0,0,25.6,46.5,22.55,46.5,1.5,0.90625,15.0,0.0,6.11,22.9,25.4,Jakeem Grant,2018
657,0,0,0,22.4,,,,,,,,,19.7,46.7,Jalen Tolliver,2018
661,0,0,0,22.2,,,,,,,,2.28,18.4,33.3,James Washington,2018
663,0,0,0,25.0,192.0,160.20000000000002,159.0,10.233333333333334,0.9791666666666666,15.0,0.0,4.06,19.2,33.3,Jamison Crowder,2018
664,0,0,0,24.5,,,,,,,,,19.8,16.1,Janarion Grant,2018
666,0,0,0,28.5,120.0,68.075,49.199999999999996,5.1,0.71875,12.0,0.0,4.23,21.8,40.2,Jarius Wright,2018
667,0,0,0,28.4,102.2,56.400000000000006,102.2,5.466666666666666,0.65625,14.0,0.0,,,11.2,Jaron Brown,2018
669,1,0,0,25.5,267.2,234.0,259.2,15.733333333333334,1.0,16.0,0.75,2.31,19.8,40.0,Jarvis Landry,2018
673,0,0,0,23.7,,,,,,,,7.06,23.0,28.2,Javon Wims,2018
675,0,0,0,23.2,,,,,,,,,19.4,24.5,Jawill Davis,2018
676,0,0,0,24.1,23.400000000000002,23.400000000000002,23.400000000000002,2.6,0.5625,9.0,0.0,,19.4,19.3,Jaydon Mickens,2018
682,0,0,0,24.4,3.9000000000000004,3.9000000000000004,3.9000000000000004,1.3,0.1875,3.0,0.0,4.33,21.7,23.9,Jehu Chesson,2018
684,0,0,0,29.6,147.2,82.8,48.0,5.966666666666666,0.875,8.0,0.0,5.22,21.8,26.9,Jeremy Kerley,2018
687,0,0,0,28.299999999999997,176.0,130.325,176.0,8.766666666666666,0.984375,16.0,0.0,,18.6,36.1,Jermaine Kearse,2018
692,0,0,0,24.3,5.6000000000000005,5.6000000000000005,5.6000000000000005,0.8,0.4375,7.0,0.0,,22.6,33.7,JoJo Natson,2018
695,0,0,0,28.200000000000003,207.0,131.95,70.0,9.4,0.859375,10.0,0.25,3.27,21.4,42.4,John Brown,2018
697,0,0,0,22.5,-0.8999999999999999,-0.8999999999999999,-0.8999999999999999,-0.3,0.1875,3.0,0.0,1.09,18.8,34.1,John Ross,2018
699,0,0,0,27.8,45.0,26.4,45.0,2.9,0.5,10.0,0.0,,25.0,17.3,Johnny Holton,2018
706,0,0,0,33.0,328.0,256.40000000000003,137.20000000000002,14.4,0.9583333333333334,14.0,0.6666666666666666,2.05,20.3,49.6,Jordy Nelson,2018
707,0,0,0,29.0,68.39999999999999,44.65,68.39999999999999,5.766666666666666,0.515625,9.0,0.0,,21.3,16.9,Josh Bellamy,2018
708,0,0,0,25.5,120.0,64.3,120.0,6.15,0.53125,15.0,0.0,1.22,18.8,38.6,Josh Doctson,2018
709,0,0,0,27.1,57.5,56.0,57.5,11.5,0.3125,5.0,0.0,2.5,19.4,25.0,Josh Gordon,2018
711,0,0,0,22.2,18.900000000000002,18.900000000000002,18.900000000000002,2.1,0.5625,9.0,0.0,4.22,20.5,35.3,Josh Malone,2018
714,0,0,0,23.3,27.2,27.2,27.2,3.4,0.5,8.0,0.0,4.1,19.6,39.7,Josh Reynolds,2018
715,1,0,0,21.5,191.79999999999998,191.79999999999998,191.79999999999998,13.7,0.875,14.0,0.0,2.3,18.8,31.9,JuJu Smith-Schuster,2018
717,1,0,0,29.299999999999997,374.4,295.75,251.2,19.233333333333334,0.953125,16.0,1.0,1.06,19.6,34.4,Julio Jones,2018
720,0,0,0,26.5,65.0,55.166666666666664,60.0,5.166666666666667,0.6666666666666666,10.0,0.0,4.08,19.7,31.6,Justin Hardy,2018
721,0,0,0,27.0,96.0,53.9,12.5,4.8,0.546875,5.0,0.0,2.02,19.3,27.2,Justin Hunter,2018
723,0,0,0,22.2,,,,,,,,5.07,19.4,60.3,Justin Watson,2018
729,0,0,0,26.4,15.6,7.8,15.6,0.6,0.625,13.0,0.0,6.08,22.7,20.2,Kaelin Clay,2018
731,0,0,0,29.0,196.8,90.225,28.0,6.166666666666667,0.921875,14.0,0.0,,18.3,25.9,Kamar Aiken,2018
735,0,0,0,25.1,132.8,132.8,132.8,8.3,1.0,16.0,0.0,,20.4,60.7,Keelan Cole,2018
737,1,0,0,26.1,284.8,158.425,284.8,16.766666666666666,0.609375,16.0,0.25,3.14,18.4,49.5,Keenan Allen,2018
738,0,0,0,24.4,,,,,,,,,23.7,26.9,Keith Kirkwood,2018
740,0,0,0,21.4,,,,,,,,4.03,20.6,30.8,Keke Coutee,2018
741,0,0,0,27.3,225.6,186.06666666666663,135.79999999999998,11.0,0.9583333333333334,14.0,0.3333333333333333,1.28,22.6,29.3,Kelvin Benjamin,2018
745,0,0,0,22.8,42.0,42.0,42.0,4.2,0.625,10.0,0.0,,20.1,20.6,Kendrick Bourne,2018
747,1,0,0,24.6,94.6,94.6,94.6,8.6,0.6875,11.0,0.0,3.32,19.8,41.8,Kenny Golladay,2018
748,0,0,0,26.1,174.4,151.225,174.4,9.1,0.96875,16.0,0.0,5.11,19.4,29.3,Kenny Stills,2018
749,0,0,0,23.7,,,,,,,,,20.0,28.4,Keon Hatcher,2018
755,0,0,0,25.9,47.0,24.8,2.6,6.0,0.1875,1.0,0.0,1.07,21.2,36.8,Kevin White,2018
756,0,0,0,23.4,,,,,,,,,21.7,36.9,Khadarel Hodge,2018
761,0,0,0,23.3,,,,,,,,,18.6,36.2,Lance Lenoir,2018
763,0,0,0,23.0,40.300000000000004,21.35,40.300000000000004,1.9500000000000002,0.5,13.0,0.0,1.23,19.2,29.0,Laquon Treadwell,2018
764,0,0,0,34.8,280.0,233.40000000000003,259.2,16.3,0.96875,16.0,0.75,1.03,19.0,51.3,Larry Fitzgerald,2018
769,0,0,0,24.4,14.0,13.0,14.0,2.95,0.28125,4.0,0.0,3.23,19.6,52.5,Leonte Carroo,2018
779,0,0,0,22.3,,,,,,,,,20.6,26.5,Malik Turner,2018
780,0,0,0,23.7,,,,,,,,7.1,23.0,22.2,Marcell Ateman,2018
782,0,0,0,23.8,9.600000000000001,9.600000000000001,9.600000000000001,1.6,0.375,6.0,0.0,,,12.6,Marcus Johnson,2018
783,0,0,0,22.8,,,,,,,,,19.1,33.3,Marcus Kemp,2018
793,0,0,0,23.6,,,,,,,,5.37,22.9,26.7,Marquez Valdes-Scantling,2018
796,0,0,0,27.5,168.0,67.1,168.0,6.366666666666667,0.625,16.0,0.0,3.16,,13.6,Marquise Goodwin,2018
797,0,0,0,26.5,170.5,143.66666666666666,130.5,12.1,0.75,15.0,0.0,4.18,,18.5,Martavis Bryant,2018
798,0,0,0,25.1,13.799999999999999,13.799999999999999,13.799999999999999,2.3,0.375,6.0,0.0,,,6.3,Marvin Hall,2018
799,0,0,0,28.200000000000003,225.6,190.83333333333334,225.6,12.166666666666666,0.9791666666666666,16.0,0.3333333333333333,5.31,19.5,26.3,Marvin Jones,2018
801,0,0,0,25.6,16.0,15.350000000000001,16.0,3.05,0.34375,4.0,0.0,,,12.5,Maurice Harris,2018
806,0,0,0,30.700000000000003,236.8,199.125,167.70000000000002,14.033333333333333,0.953125,13.0,0.5,1.1,20.0,34.3,Michael Crabtree,2018
807,0,0,0,28.5,172.5,117.875,18.0,7.2,0.859375,10.0,0.0,1.13,18.8,39.4,Michael Floyd,2018
808,0,0,0,22.2,,,,,,,,3.17,20.5,37.4,Michael Gallup,2018
810,1,0,0,25.2,259.2,257.1,259.2,16.6,0.96875,16.0,1.0,2.16,21.5,39.6,Michael Thomas,2018
814,1,0,0,24.8,300.8,239.825,201.0,15.466666666666667,0.953125,15.0,1.0,1.07,19.0,30.2,Mike Evans,2018
817,0,0,0,31.799999999999997,212.8,166.225,151.5,9.766666666666666,0.96875,15.0,0.5,3.2,20.1,29.6,Mike Wallace,2018
818,0,0,0,23.7,20.7,20.7,20.7,2.3,0.5625,9.0,0.0,1.07,19.9,27.0,Mike Williams,2018
821,0,0,0,28.799999999999997,177.6,147.45,174.0,9.033333333333333,0.96875,15.0,0.0,3.19,20.0,35.9,Mohamed Sanu,2018
825,0,0,0,25.0,193.6,109.5,193.6,7.2,0.9166666666666666,16.0,0.0,1.2,20.3,32.4,Nelson Agholor,2018
828,0,0,0,27.5,45.099999999999994,20.7,6.0,5.2,0.2916666666666667,1.0,0.0,,,9.1,Nick Williams,2018
830,0,0,0,22.4,7.0,7.0,7.0,1.0,0.4375,7.0,0.0,7.21,20.7,22.4,Noah Brown,2018
832,1,0,0,25.6,319.5,246.175,74.0,19.433333333333334,0.734375,4.0,0.75,1.12,19.8,34.5,Odell Beckham,2018
837,0,0,0,26.1,150.4,68.42500000000001,150.4,6.233333333333334,0.65625,16.0,0.0,2.13,18.4,46.3,Paul Richardson,2018
841,0,0,0,23.2,23.400000000000002,20.5,17.6,1.85,0.78125,16.0,0.0,4.19,19.5,43.1,Pharoh Cooper,2018
842,0,0,0,25.4,99.0,59.06666666666666,32.0,4.666666666666667,0.75,10.0,0.0,1.29,19.7,32.6,Phillip Dorsett,2018
843,0,0,0,31.799999999999997,201.6,159.6,89.6,11.799999999999999,0.875,8.0,0.25,6.39,19.1,37.7,Pierre Garcon,2018
846,0,0,0,21.7,,,,,,,,,,5.2,Quadree Henderson,2018
849,0,0,0,26.0,169.6,111.75,,7.75,0.84375,,0.0,6.33,21.3,41.7,Quincy Enunwa,2018
853,0,0,0,27.8,291.2,201.45,156.79999999999998,11.9,0.921875,14.0,0.5,2.32,20.0,28.2,Randall Cobb,2018
854,0,0,0,25.7,40.5,23.45,,2.65,0.53125,,0.0,5.03,20.0,29.5,Rashad Greene,2018
856,0,0,0,23.7,68.60000000000001,41.300000000000004,68.60000000000001,3.1500000000000004,0.75,14.0,0.0,5.35,18.9,43.6,Rashard Higgins,2018
859,0,0,0,21.6,,,,,,,,6.13,,10.6,Ray-Ray McCloud,2018
863,0,0,0,22.7,,,,,,,,7.22,20.0,31.5,Richie James,2018
866,0,0,0,25.0,,,,,,,,,23.2,24.7,Riley McCarron,2018
868,0,0,0,28.6,211.2,134.77499999999998,156.79999999999998,12.166666666666666,0.796875,14.0,0.25,7.2,20.9,44.1,Rishard Matthews,2018
869,0,0,0,23.6,,,,,,,,,19.8,19.3,River Cracraft,2018
870,0,0,0,25.1,200.0,157.39999999999998,200.0,10.35,0.9375,16.0,0.0,,20.3,34.8,Robby Anderson,2018
872,0,0,0,24.1,,,,,,,,,21.3,18.1,Robert Foster,2018
875,1,0,0,26.1,163.2,140.575,163.2,10.366666666666667,0.859375,12.0,0.0,2.09,18.4,31.6,Robert Woods,2018
876,0,0,0,30.299999999999997,49.4,24.866666666666664,,2.8,0.3541666666666667,,0.0,,22.6,33.3,Rod Streater,2018
882,0,0,0,22.4,,,,,,,,6.2,,14.2,Russell Gage,2018
883,0,0,0,27.7,69.6,34.4,45.5,3.6,0.59375,13.0,0.0,,,10.7,Russell Shepard,2018
885,0,0,0,27.5,126.4,54.575,126.4,4.6000000000000005,0.734375,16.0,0.0,5.02,21.7,45.3,Ryan Grant,2018
886,0,0,0,23.6,8.0,8.0,8.0,0.5,1.0,16.0,0.0,4.27,21.8,24.6,Ryan Switzer,2018
888,0,0,0,25.2,78.0,31.099999999999998,13.200000000000001,3.4333333333333336,0.4166666666666667,6.0,0.0,3.23,20.4,29.5,Sammie Coates,2018
889,0,0,0,25.0,218.4,161.75,147.0,12.333333333333334,0.8125,15.0,0.25,1.04,18.2,34.2,Sammy Watkins,2018
894,0,0,0,27.3,110.4,102.53333333333335,90.0,6.533333333333334,0.9791666666666666,15.0,0.0,,22.5,35.6,Seth Roberts,2018
898,0,0,0,24.2,3.1,3.1,3.1,3.1,0.0625,1.0,0.0,5.22,21.5,31.5,Shelton Gibson,2018
903,0,0,0,23.1,0.0,0.0,0.0,0.0,0.125,2.0,0.0,7.01,18.3,27.2,Stacy Coley,2018
906,1,0,0,24.5,198.79999999999998,180.66666666666666,198.79999999999998,13.533333333333331,0.8333333333333334,14.0,0.0,5.1,18.8,36.1,Stefon Diggs,2018
907,0,0,0,25.3,184.0,164.05,144.1,12.3,0.84375,11.0,0.0,2.09,20.6,33.2,Sterling Shepard,2018
913,0,0,0,25.9,75.39999999999999,38.93333333333333,75.39999999999999,4.433333333333334,0.5416666666666666,13.0,0.0,6.13,21.1,33.4,T.J. Jones,2018
914,1,0,0,28.5,272.0,229.3,176.0,13.733333333333334,0.984375,16.0,0.75,3.29,18.8,41.9,T.Y. Hilton,2018
915,0,0,0,23.4,105.6,105.6,,6.6,1.0,,0.0,5.01,18.7,37.8,Tajae Sharpe,2018
919,0,0,0,27.3,140.39999999999998,94.5,81.6,7.0,0.875,16.0,0.0,,20.6,28.7,Taylor Gabriel,2018
920,0,0,0,23.3,49.6,49.6,49.6,3.1,1.0,16.0,0.0,3.08,20.5,38.6,Taywan Taylor,2018
921,0,0,0,33.1,184.5,133.875,159.0,10.933333333333335,0.96875,15.0,0.0,1.09,20.4,28.5,Ted Ginn,2018
924,0,0,0,28.700000000000003,153.6,134.65,112.0,8.333333333333334,0.96875,16.0,0.0,3.12,22.0,38.3,Terrance Williams,2018
928,0,0,0,24.5,,,,,,,,,22.8,38.1,Tim Patrick,2018
929,0,0,0,23.9,,,,,,,,,21.1,19.6,Tim White,2018
931,0,0,0,25.6,26.599999999999998,21.1,26.599999999999998,1.6,0.8125,14.0,0.0,,,19.3,Tommylee Lewis,2018
934,0,0,0,29.299999999999997,192.0,117.8,91.2,6.266666666666667,0.921875,16.0,0.0,2.26,20.6,41.1,Torrey Smith,2018
935,0,0,0,28.4,192.0,129.65,124.8,9.766666666666667,0.96875,16.0,0.0,4.05,,19.0,Travis Benjamin,2018
939,0,0,0,21.9,,,,,,,,3.27,19.2,33.0,Tre'Quan Smith,2018
940,0,0,0,22.3,,,,,,,,,19.5,25.7,Trent Sherfield,2018
941,0,0,0,24.1,97.5,97.5,97.5,6.5,0.9375,15.0,0.0,5.34,20.4,31.7,Trent Taylor,2018
943,0,0,0,24.9,13.5,11.55,13.5,1.05,0.71875,15.0,0.0,5.26,19.2,14.7,Trevor Davis,2018
944,0,0,0,22.5,,,,,,,,7.38,21.8,34.7,Trey Quinn,2018
948,1,0,0,23.6,124.8,90.9,57.0,6.75,0.8125,10.0,0.0,2.24,18.8,42.7,Tyler Boyd,2018
